Interest_rate,high_risk_flag,internal_credit_rating,Income,Employment_length,Loan_amount,Loan_percent_income,Credit_history_length,Home_ownership_Mortgage,Home_ownership_Other,Home_ownership_Own,Home_ownership_Rent,Loan_intent_Debtconsolidation,Loan_intent_Education,Loan_intent_Homeimprovement,Loan_intent_Medical,Loan_intent_Personal,Loan_intent_Venture,Default_False,Default_True,is_eligible_False,is_eligible_True,age_group_18-25,age_group_26-35,age_group_36-45,age_group_46-60,age_group_60+
0.1469196510664809,5.817275219455133,0.18920745025541708,-1.9038950625186815,-1.0405344342216574,0.1946898374472685,2.110264164596125,0.700891833483206,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.6772141286995503,-0.17190178602099282,1.0467589201770968,0.45194545104552963,0.32017416706035606,0.25149717901194624,-0.11990095913693094,-0.19653694673088362,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.6819411365815928,5.817275219455133,1.0467589201770968,-1.0154012468353273,0.9356157797181865,0.9614342859884083,2.0444176742846403,-0.7038658936791627,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.38053678426458676,-0.17190178602099282,-0.6683440196662627,1.6886141906881242,-0.23038690479230556,0.1531312131523064,-1.0805761564843346,-0.7038658936791627,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.8061679995433274,-0.17190178602099282,-1.5258954895879424,-0.5015447070926351,-1.710196404756234,0.4644692376108466,0.9901009129503617,1.4279332095512167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.245182444018122,-0.17190178602099282,1.0467589201770968,0.34562480787353633,1.689117878020937,0.3145725391457391,-0.0050237704629062805,0.8941100264638716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.7869665913352637,-0.17190178602099282,-0.6683440196662627,1.4001634390101854,1.689117878020937,-1.1126975139277384,-1.7823449551124508,0.17727470722025954,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0205837245333695,-0.17190178602099282,-0.6683440196662627,0.4259143932309391,0.06500747689270915,0.23542513544607624,-0.11990095913693094,1.610121907262714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.1267737600683971,-0.17190178602099282,1.0467589201770968,0.5526691877828389,-1.0405344342216574,-0.0221908632214328,-0.4956977034772632,-0.7038658936791627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.8942477980002577,-0.17190178602099282,-2.383446959509622,1.8461590039796762,-1.710196404756234,1.4942710696641848,-0.23979212351158657,1.7589496884394797,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.13150076795043997,-0.17190178602099282,0.18920745025541708,0.4259143932309391,1.1070819785831802,1.0910794004544495,0.7607366287338426,-1.4489927042116069,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.8253694077513904,-0.17190178602099282,-0.6683440196662627,-1.1019522076188284,-0.23038690479230556,-1.2913829146772926,-0.6322957060135874,-1.4489927042116069,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-1.4115946484880053,-0.17190178602099282,1.0467589201770968,0.47762720540155273,-0.5854447142836379,0.3145725391457391,-0.11990095913693094,1.0574031299714401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0205837245333695,-0.17190178602099282,-0.6683440196662627,0.26181019684715834,1.1070819785831802,-0.0221908632214328,-0.36496342306503304,0.17727470722025954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.3069313861336766,-0.17190178602099282,0.18920745025541708,0.004052131296641324,1.4157790119042775,-0.4285212104014743,-0.4956977034772632,0.46736164242396205,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
